PID,Year,DOI,Keywords,Numbers
265503,2008,10.1109/CDC.2008.4738759,fMRI;System identification;Bio-feedback,"['276', '295', '2324', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751', '276', '295', '2324', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751', '276', '296', '2347', '276', '3801', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751']"
264575,2008,10.1109/RIVF.2008.4586367,geovisual analytics;advanced geographic information system;visual user interfaces (VUI);volume data visualization,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264047,2008,10.1063/1.3013773,plasma physics,"['276', '296', '2347', '276', '1751']"
264421,2008,10.1007/978-3-540-79721-0_19,,"['276', '296', '2347', '276', '1751', '276', '1751', '276', '281', '2162', '276', '1751', '276', '281', '2174']"
133602,2008,10.1111/j.1467-8659.2008.01268.x,Three-Dimensional Graphics and Realism;Digitization and Image Capture,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
265347,2008,10.1109/IV.2008.27,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
265344,2008,,,"['276', '296', '2347', '276', '1751']"
279740,2008,,Visualization;Science education;Haptics;Molecular life science,"['276', '296', '6850', '276', '872902', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
23458,2008,10.1109/TVCG.2007.70409,data visualisation;haptic interfaces;natural sciences computing;rendering (computer graphics);virtual reality;computerized tomography sequence;dynamic volumetric data;haptic feedback;haptic rendering;human heart;scientific visualization;time-varying data;virtual environment,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264537,2008,10.1007/978-3-540-69057-3_88,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264338,2008,10.1016/j.ijproman.2008.05.009,Coordination;Complex development projects;Images,"['276', '296', '2347', '276', '1751']"
264832,2008,10.2312/VG/VG-PBG08/105-112,Volume Visualization,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264339,2008,10.1109/IV.2008.33,Categorical data;mixed data;parallel coordinates;quantification;correspondence analysis;clustering,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
263866,2008,10.1109/ISMAR.2008.4637341,label placement;user interfaces;stereoscopic displays;augmented reality;visual clutter;information layering,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264717,2008,,haptics;molecular visualization;science education research;protein-ligand docking,"['276', '1751', '276', '296', '276', '296', '2347']"
263678,2008,10.1109/VR.2008.4480769,Label placement;user interfaces;stereoscopic displays;augmented reality;air traffic control,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264420,2008,10.1007/978-3-540-88425-5_5,,"['276', '1751', '276', '281', '2174', '276', '296', '2347', '276', '1751', '276', '1751', '276', '281', '2162']"
18054,2008,10.1057/palgrave.ivs.9500166,Evaluation of visualization;parallel coordinates;pattern identification;perception,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
263273,2008,,,"['276', '296', '2347', '276', '1751']"
263353,2008,10.1063/1.2926634,plasma physics,"['276', '296', '2347', '276', '1751']"
820173,2008,,,"['276', '3801', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '3801']"
263901,2008,10.1109/VIS.2008.27,construction productivity;visual exploration;visualization;work sampling,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264602,2008,,,"['276', '296', '2347', '276', '1751']"
262054,2008,10.4018/978-1-59904-486-6.ch012,,"['276', '296', '2347', '276', '1751']"
263498,2008,,plasma physics,"['276', '296', '2347', '276', '1751']"
158111,2008,10.5194/npg-15-831-2008,,"['276', '296', '2347', '276', '1751']"
263497,2008,,plasma physics,"['276', '296', '2347', '276', '1751']"
264348,2008,10.1145/1450579.1450610,boresight;line of sight;calibration;postural sway;augmented reality,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264349,2008,10.1109/VR.2008.4480748,boresight;line of sight;calibration;postural sway;augmented reality,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
456337,2008,10.1109/VR.2008.4480748,Augmented reality;Boresight;Calibration;Line of sight;Postural sway,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
256323,2008,,,"['276', '296', '2347', '276', '1751']"
265343,2008,,,"['276', '296', '2347', '276', '1751']"
265353,2008,10.1109/IV.2008.22,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
264731,2008,,,"['276', '296', '2347', '276', '1751']"
272027,2008,10.1109/IV.2008.32,Geovisual analytics;Usability evaluation;Visual data exploration and analysis;Voyage analysis,"['276', '296', '2347', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '2347', '276', '1751']"
217858,2009,10.1016/j.ergon.2008.10.016,3D interaction;3D environments;Voice command;Tablet-PC based Interfaces;6DOF devices;Usability evaluation,"['276', '296', '276', '1751', '276', '296', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
281731,2009,,Finite Element Method;surgery simulations;soft tissue deformation;haptics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
297011,2009,,Business/Knowledge Strategy Alignment;Business/IT Strategy Alignment;Activity Domain;Activity Modalities;Mediation;Enactment;Organizational Capability;Organizational Structure;Knowledge Management;Knowledge Integration;Capability Dependency Map;Information Interaction Model;Ericsson™,"['276', '296', '2347', '276', '1751']"
266222,2009,10.1109/WHC.2009.4810916,,"['276', '296', '2347', '276', '1751']"
275286,2009,10.1109/TVCG.2009.117,Interactive visual exploration;event-based data;sequence identification;graph similarity;node similarity,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
820161,2009,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
288843,2009,10.1007/978-3-642-03452-7_2,virtual agents;decision making;emotions;behavior networks,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
563482,2009,,,"['276', '296', '6850', '276', '1751']"
435618,2009,,,"['276', '296', '6850', '276', '1751']"
398652,2009,,,"['276', '286', '2302', '276', '3801', '276', '1751', '276', '295', '2320', '276', '3801', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751', '276', '296', '6850', '276', '3801', '276', '1751', '276', '286', '2302', '276', '3801', '276', '1751']"
288841,2009,10.1007/978-3-642-04265-2_5,Collaborative web-enabled geovisualization;Geovisual Analytics;collaborative time animation;storytelling;OECD regional statistics,"['276', '296', '2347', '276', '1751']"
400084,2009,10.1007/978-3-642-03265-3_15,,"['276', '296', '6850', '276', '1751']"
228045,2009,,,"['276', '308', '276', '1810', '276', '317', '276', '1750', '276', '296', '2347', '276', '1751']"
214148,2009,10.1145/1980462.1980500,Finite Element Method;surgery simulations;haptics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
810292,2009,,,"['276', '281', '11107', '276', '1751', '276', '296', '6850', '276', '1751']"
272661,2009,10.1007/978-3-642-02115-2_4,Label placement;user interfaces;stereoscopic displays;virtual reality;visual clutter,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
273589,2009,,Time-geography;diaries;everyday life;activity patterns;visualization;data mining;sequential pattern mining,"['276', '296', '2347', '276', '1751', '276', '297', '301', '276', '1750', '276', '296', '2347', '276', '1751']"
214140,2009,10.1145/1980462.1980471,Perpendicular surfaces;Surface representation;Vector field visualization,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
233657,2009,10.1111/j.1467-8659.2009.01465.x,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
281713,2009,10.1109/VAST.2009.5332610,Geovisual analytics;visualization;self-organizing network;multi-layer;multi-dimensional;time-varying;geospatial data sets.,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
214142,2009,10.1145/1980462.1980474,Image Based Lighting;Incident Light Fields;Spherical Harmonics,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
266217,2009,10.1109/WHC.2009.4810843,Haptics;Virtual Reality;Scientific Visualization,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '322', '276', '1800', '276', '296', '2347', '276', '1751']"
133606,2009,,Computer Graphics;Image Based Lighting;Photorealistic Rendering;Light Fields;High Dynamic Range Imaging,"['276', '296', '2347', '276', '1751']"
272030,2009,,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
286704,2009,10.1109/TVCG.2009.153,Dimensionality reduction;interactivity;quality metrics;variable ordering,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
245944,2009,10.1109/IV.2009.44,Information visualization;interactivity;modelled data;multicomponent data;ternary diagram,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
617257,2009,10.1109/IV.2009.38,Geovisual Analytics;Usability Evaluation;Visual Data Exploration and Analysis;Voyage Analysis;Weather Visualization,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
292152,2009,10.1007/s10763-009-9153-3,biological knowledge;expert data;external representations;transfer;translation,"['276', '296', '2347', '276', '1751']"
273900,2009,10.1007/978-3-642-02806-9_122,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
272028,2009,10.1109/IV.2009.43,multidimensial visualization;parallel coordinates;usability and user studies;visual data mining,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
286646,2009,10.3233/FI-2009-209,approximate reasoning;rough sets;paraconsistent reasoning;four-valued logics,"['276', '296', '2347', '276', '1751']"
281726,2009,,bidirectional reflection distribution function;inverse rendering;singular value decomposition,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751', '276', '307', '2326', '276', '1751']"
209910,2009,10.1016/j.cag.2008.11.006,Label placement;User interfaces;Visual clutter;Augmented reality;Air traffic control,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
281650,2009,10.1007/978-3-540-92995-6_1,Abduction;Logic Programming;Preferences;Smodels;XSB-Prolog,"['276', '296', '2347', '276', '1751']"
210924,2009,10.1088/0004-637X/694/1/154,acceleration of particles;methods: numerical;plasmas,"['276', '296', '2347', '276', '1751']"
281393,2009,,,"['276', '296', '2347', '276', '1751']"
222100,2009,10.1088/0741-3335/51/6/065015,,"['276', '296', '2347', '276', '1751', '276', '282', '2229', '276', '1751']"
279450,2009,,,"['276', '297', '298', '276', '1750', '276', '296', '2347', '276', '1751', '276', '297', '2333', '276', '297', '298', '276', '1750']"
277279,2009,,Label placement;user interfaces;stereoscopic displays;augmented reality;virtual reality;visual clutter,"['276', '296', '2347', '276', '1751']"
240262,2009,10.1021/bi900703v,,"['276', '282', '2219', '276', '1751', '276', '1751', '276', '282', '2219', '276', '282', '2219', '276', '1751', '276', '296', '2347', '276', '1751', '276', '282', '2219', '276', '1751']"
283297,2009,10.1088/0741-3335/51/12/124042,magnetic field generation;particle simulation,"['276', '296', '2347', '276', '1751']"
240977,2009,10.1109/WHC.2009.4810829,H.1.2 [MODELS AND PRINCIPLES]: User/Machine Systems—Human factors I.3.6 [Computer Graphics]: Methodology and Techniques—Interaction techniques; H.5.2 [Information Interfaces and Presentation]: User Interfaces—Haptic I/O; I.3.8 [Computer Graphics]: Applications—Scientific Visualization,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
274605,2009,10.1021/bi900981k,,"['276', '322', '2239', '276', '1800', '276', '282', '2219', '276', '1751', '276', '296', '2347', '276', '1751']"
292163,2009,,external representations;biochemistry;visual literacy skills;Rasch analysis,"['276', '296', '2347', '276', '1751']"
457368,2009,,,"['276', '1810', '276', '308', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
297005,2009,,Activity domain;Activity Domain Theory;Activity modalities;Agile development of software;Alignment of business and knowledge strategies;Anatomy-centric approach;Business processes;Cognitive grounding;Common understanding;communal meaning;Complex systems theory;Congruence mind – activity;Coordination;Coordination of the development of the 3rd generation of mobile telecom systems at Ericsson™;Cultural-historical Activity Theory;Dialectical method;Enterprise architectures;Information modeling projects;Integration centric development method;IS/IT architectures;Mediation;Mediational means;Practical guiding principles for managing complex systems;Practice-based theories;Praxis;Product life-cycle management,"['276', '296', '2347', '276', '1751']"
331927,2009,,fMRI,"['276', '3801', '276', '286', '2302', '276', '1751', '276', '295', '2324', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '296', '2347', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751']"
316978,2009,,fMRI,"['276', '3801', '276', '286', '2302', '276', '1751', '276', '295', '2324', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '296', '2347', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751']"
297924,2009,10.1007/978-3-642-04268-3_123,fMRI,"['276', '286', '2302', '276', '1751', '276', '3801', '276', '295', '2324', '276', '1751', '276', '286', '2302', '276', '1751', '276', '3801', '276', '286', '2302', '276', '1751', '276', '3801', '276', '3801', '276', '296', '2347', '276', '1751', '276', '286', '2302', '276', '1751', '276', '3801']"
285663,2009,10.1177/154193120905302710,,"['276', '296', '2347', '276', '1751', '276', '296', '2347', '276', '1751']"
